Person,Category,Quality,Text
A,Greetings,Positive,good evening Valley View Apartments
C,NA,NA,hi Betty I'm having a problem with my sewer drain
A,NA,NA,oh okay let me page our maintenance man
A,Account Verification,Positive,may have your first name please
C,NA,NA,ShoreTel
A,Account Verification,Positive,and your last name
C,NA,NA,Grover G ro V er
A,Account Verification,Positive,okay and a callback number 
C,NA,NA,6102651714
A,Problem Investigation,Positive,and you said there's a leak coming through your kitchen ceiling 
C,NA,NA,yes a little bit more than a drip so if you get somebody out here as soon as possible 
A,Problem Resolution,Positive,no problem I will page him right away and you'll be hearing from him shortly
C,NA,NA,thank you very much
A,Closure,Positive,you're welcome bye bye
A,Greetings,Positive,bouncing appliance this is alice how may i help you
C,NA,NA,I recently purchased a blender from you guys and I just got an email saying that there's a recall on the model because one of the blades are defective so I want to return it and get a different model
A,Engagement,Positive,sure I can definitely help you with that
A,Account Verification,Positive,what is your first and last name
C,NA,NA,sure Steve Simmons
A,Account Verification,Positive,okay can I also have your email address
C,NA,NA,sure it's Steve Simmons just like it's spelled at gmail.com
A,Problem Investigation,Positive,okay great I have located you in our system and you purchased the model numbers 23 0 87 which has been recalled
A,Problem Resolution,Positive,I'm going to email you a prepaid shipping label to send back the recalled blender and we will be mailing you our latest model
C,NA,NA,well thank you very much how long it's going to take to get the new blender
A,Engagement,Positive,you can expect your new burner to arrive in about four to six business days
C,NA,NA,oh great thank you very much 
A,Closure,Positive,no problem is there anything else I could help you with today
C,NA,NA,now that's all I need but thank you 
A,Closure,Positive,thank you have a nice day
A,Greetings,Positive,[compony name] this is gina how can i help you
C,NA,NA,hi Gina i need help moving on being relocated to Chicago for a new job
A,Engagement,Positive,okay sure we can definitely help you
A,Account Verification,Positive,may have your name?
C,NA,NA,it's bob davis d-a-v-i-s
A,Problem Investigation,Positive, and are you currently located in the Philadelphia area or are you near one of our national locations 
C,NA,NA,I'm in Philadelphia
A,Problem Investigation,Positive,okay what type of truck are you looking for to have for the move
C,NA,NA,large one you got
A,Problem Investigation,Positive,and what date are you looking to move 
C,NA,NA,September 28th
A,NA,NA, ok perfect 
A,Problem Resolution,Positive,the large furniture trucks come with two movers you must rent the truck for a minimum of two days due to the distance okay?
C,NA,NA,alright
A,Problem Resolution,Positive,I approximated the distance between Philadelphia and Chicago the price will be one thousand $65 per day and you must also pay tolls
C,NA,NA,okay great how do I pay for that
A,Problem Resolution,Positive,okay many of our customers put down 50% of the estimated price as a deposit once arriving at your destination an exact price will be reached and the differenc will be due those customers write out a check at that point
C,NA,NA,perfect can I stop by the office this week to drop off the deposit 
A,Problem Resolution,Positive,absolutely I'm going to reserve that largest check that we have for September 28 and 29 is this correct?
C,NA,NA,yes
A,Engagement,Positive,all right Bob we will see you in about a month stop in whenever you are free and we can work out the deposit
C,NA,NA,excellent thank you
A,Closure,Positive,thank you have a nice day
A,Greetings,Positive,thank you for calling Nissan my name is Lauren 
A,Account Verification,Positive,can i have your name?
C,NA,NA,yes my name is john smith
A,Greetings,Positive,thank you John how can I help you?
C,NA,NA,I was just calling about to see how much it would cost to update the map in my car
A,Engagement,Positive,I'd be happy to help you with that today
A,Problem Investigation,Positive,did you receive a mailer from us?
C,NA,NA,i did do need the customer number 
A,NA,NA,yes please
C,NA,NA,it's one five two four three
A,Problem Investigation,Positive,thank you and the year making model of your vehicle 
C,NA,NA,yeah I have a 2009 Nissan Altima
A,Engagement,Positive,Oh nice car 
C,NA,NA,yeah thank you
A,Account Verification,Positive,okay I think I found your profile here can I have you verify your address and phone number please
C,NA,NA,yes it's 12:55 North research way that's in Orem Utah eight four zero nine seven and my phone number is a zero one four three one one
A,Problem Resolution,Positive,thanks John I located your information the newest person we have available for your vehicle is version 7.7 which was released in March of 2012 the price of the new map is $99 plus shipping and tax let me go ahead and set up this order for you
C,NA,NA,well can we wait just a second I'm not really sure if I can afford it right now
A,Engagement,Positive,all right well here are a few reasons to consider purchasing today it looks as though you haven't updated your vehicle for three years so that would be the equivalent of getting three years worth of updates for the price of one 
C,NA,NA,ok
A,Engagement,Positive,in addition special offers like the current promotion don't come around too often I would definitely recommend taking advantage of the extra $50 off before it expires
C,NA,NA,yeah that sounds pretty good
A,Problem Resolution,Positive,if I set this order up for you now it'll ship out today and for $50 less do you have your credit card handy and I can place this order for you now 
C,NA,NA,uh you know let's let's go ahead and use a visa
A,NA,NA,ok great
A,Greetings,Positive,welcome to Smith and Martin law offices I'm Joyce how many i help you?
C,NA,NA,hello wow I'm glad your office is still open um I'd like to have an appointment with mr. Smith to discuss about legal separation issues
A,Engagement,Positive,yes ma'am you can call us 24/7 and yes I can help you set up any meeting with counselor Smith what is your preferred date
C,NA,NA,as soon as possible time
A,Account Verification,Positive,before anything Alice may I have your name please so I can address you properly as well is tainted for the appointment wrong
C,NA,NA,???
A,Problem Investigation,Positive,thank you  let's see counselor Smith's early availability is on Friday at 8:00 a.m
C,NA,NA,what that long
A,Engagement,Positive,mi'm sorry ma'am unfortunately that's the only time is free although check to see if there's another time lot sooner than that
A,Problem Resolution,Positive,I believe there's one here ok my apologies it's on Thursday at 5 p.m
C,NA,NA,oh well that'll have to do that 
A,Problem Resolution,Positive,very well ma'am so I'll Book you for a meeting with counselor Smith on Thursday at 5 p.m
C,NA,NA,alright then
A,Closure,Positive,ok is there anything else i can help you with
C,NA,NA,no that's fine
A,Closure,Positive,thank you for calling  Smith and Martin law offices have a nice day
A,Greetings,Positive,thank you for choosing rocket speed internet my name is taylor how can i help you today
C,NA,NA,hi my modem is mulfunctioning and i can't really afford for new modem so i would rather cancel my internet service
A,Engagement,Positive,oh i am sorry to hear about that ma'am don't worry i'm hear to help you
A,Account Verification,Positive,let's start first by verifying account number
C,NA,NA,my number is 12345678 and my name is deborah brown
A,NA,NA,thank you ms. brown
A,Account Verification,Positive,may i please verify the last four digit of your social security number?
C,NA,NA,its 1234
A,NA,NA,got it thanks 
A,Problem Resolution,Positive,ok here what i could for you since you have been with us for more than 5 years i'm gonna get you a free modem andm you will get it by tomorrow
A,Problem Resolution,Positive,and also i'll sign you up for a 6 bmonths trial speed upgrade
C,NA,NA,that is awsome thanks for that
A,Closure,Positive,you are welcome and thanks for calling rocket speed internet have a nice day
A,Greetings,Positive,thank you for ABC company my name is ashely how may i help you today
C,Na,NA,i am calling beacuse i am receiving a wrong bill
A,Engagement,Positive,sorry for the inconvenience madam 
A,Account Verification,Positive,may i have your account number
C,Na,NA,12345678
A,Account Verification,Positive,for verification purpose mam can i get your name
C,Na,NA,megan simpson
A,Problem Investigation,Positive,thank you for that information per our system's data you did pay your bill last august 12 which was two days ago however the bill that you received was generated a week ago before  you made the payment that is why your last payment had not been reflected you can simply disregard it
C,Na,NA,thank you
A,Closure,Positive,will there be anything else that you need madam
C,Na,NA,no thanks
A,Closure,Positive,thank you for calling we are glad to assist you
A,Greetings,Positive,This is Rodney of computer assistance
C,NA,NA,This is Rodney of computer assistance
A,Problem Investigation,Positive,What sort of trouble?
C,NA,NA,Well it wouldn’t turn on.
A,Problem Investigation,Positive,Are you in front of your PC right now
C,NA,NA,yes
A,Problem Resolution,Positive,Kindly check if the computer is properly plugged in
C,NA,NA,yes it is
A,Problem Resolution,Positive,Now try to push the power button in the System Unit – CPU
C,NA,NA,ok nothing happened
A,Problem Resolution,Positive,Can you turn on the light in your room
C,NA,NA,Damn
A,Problem Resolution,Positive,Sir
C,NA,NA,Yup I guess so
A,Closure,Positive,Thank you for calling and we are glad to be of your service.
A,Greetings,Positive,Good morning madam
C,NA,NA,Yes
A,Account Verification,Positive,Yes
C,NA,NA, my name is rose
A,Account Verification,Positive,Can you provide me your account number please?
C,NA,NA,I don’t know what it is?
A,Problem Investigation,Positive,Do you have any previous bill with you madam?
C,NA,NA,yes
A,Engagement,Positive,Your account number is located at the top right hand corner of the bill statement. It’s a 9 digit code.
C,NA,NA,Ok
A,NA,NA,Please hold while I check your account in our system..
C,NA,NA,ok
A,Problem Resolution,Positive,As of the date today
C,NA,NA,Ok
A,Problem Investigation,Positive,Can you check the date of the bill?
C,NA,NA,Ok
A,Problem Resolution,Positive,Madam
C,NA,NA,Ok. Thanks a lot.
A,Closure,Positive,you are welcome have a nice day
A,Greetings,Positive,Thank you for Calling
A,Account Verification,Positive,May I please have your Phone or Account Number?
C,NA,NA,Sure
A,Account Verification,Positive,Got it
C,NA,NA,It's Robert W. Smith I am the account holder.
A,Problem Investigation,Positive,Agent: Ok
A,Problem Investigation,Positive,can you check for me which lights are lit up on your modem.
C,NA,NA,Fine! I have Power and Ethernet lights green on my modem. But
A,Problem Investigation,Positive,the DSL light is flashing red on your modem. That means that you are not getting any dsl signal. The good thing is
C,NA,NA,Well that's good then
A,Problem Resolution,Positive,: You might have already checked on it. But
C,NA,NA,Oh my goodness
A,Closure,Positive,You are welcome. We are open 24 by 7 just in case that you'll need our help again. And again my name is JERRY we do value your business and thank you for choosing Rocket Speed Internet. Have a blessed day!
A,Greetings,Positive,thank you for calling the k-state my name is Miranda 
A,Account Verification,Positive,may you have your complete name
C,NA,NA,sure this is laura perez
A,Account Verification,Positive,can you have your email address
C,NA,NA,ok it's laura_perez@gmail.com
C,NA,NA,okay as you can see I cannot complete my booking through my mobile application I'm actually out today and I cannot use my computer I already tried to refresh application several times I also checked my internet connection and everything is working fine
A,Problem Investigation,Positive,don't worry Laura I will help you resolve it so you cannot complete your booking even if you already refresh the page you also have a strong internet connection and you also double-check your payment method details does it show you any error messeage
C,NA,NA,no
A,Problem Investigation,Positive,are your apps automatically updated
C,NA,NA,i don't think so
A,Problem Investigation,Positive,oh but have you updated our software into its latest version
C,NA,NA,no
A,Problem Resolution,Positive,alright we havebupdated our software last week to remove the bugs that are solving this system now all we need to do is to update app on your phone so just open your App Store and look for the updates button on the lower right part of the Apple stores home screen please click the Update button
C,NA,NA,ok i am doing it right now it is done
A,Problem Resolution,Positive,oh great open the app and then try to book the place again 
C,NA,NA,ok sure this is amazing I already booked a place
A,Closure,Positive,glad to hear that do you have additional concerns that will do for now
C,NA,NA,thank you so much for to help 
A,Closure,Positive,you're welcome  and thank you for calling the k-state have a nice day
A,Greetings,Positive,thank you for calling Martha's flowers how may i assist you?
C,NA,NA,hello I'd like to order flowers and I think you have what I'm looking for
A,Engagement,Positive,I'd be happy to take care of your order
A,Account Verification,Positive,may have your name please
C,NA,NA,Randall thomas
A,Account Verification,Positive,thank you for that information Randall may have your home or office number area code first
A,Problem Investigation,Positive,thank you for the information what flowers do yoy want to purchase
C,NA,NA,one thousand of red roses do you want the long stem
A,Problem Resolution,Positive,okay Randall we are ordering one dozen long-stemmed red roses to toll them out of your orders $40 and it will be shipped to your address within 24 hours
C,NA,NA,ok thanks
A,Closure,Positive,is there anything else I can help you with
C,NA,NA,that's all for now
A,Closure,Positive,no problem randall thank you for calling Martha's flowers have a nice day
A,Greetings,Positive,good evening thank you for calling electronics rs this is Rachel how may I assist you
C,Na,NA,hi Rachel I'd like to know how to use this car Bluetooth headset I recently purchased from your store 
A,Engagement,Positive,sure ma'am I can help you out with that
A,Account Verification,Positive,but before anything else may I have your name so that I can address you properly
C,NA,NA,yes this is Meredith Blake
A,Problem Investigation,Positive,okay thank you for that mrs. Blake what exactly do you want to do with your headset
C,NA,NA,um I want to know how to use it
A,Problem Investigation,Positive,okay ma'am I may get your headsets model name and number as well as the model of your phone
C,NA,NA,i bought a Plantronics mark a 2m 165 and I use an iPhone 4s
A,Problem Investigation,Positive,okay ma'am so have you tried pairing it with your headset with your phone
C,NA,NA,yes i have
A,Problem Resolution,Positive,first I need you to unpair your device with your phone
C,NA,NA,ok done
A,Problem Resolution,Positive,now please switch off your phone then turn it on again after around 5 seconds switch it off and on
C,NA,NA,yes
A,Problem Resolution,Positive,ok please pair it with your phone now
C,NA,NA,ok paired now what
A,Engagement,Positive,ma'am is your headset working now
C,NA,NA,yes thank you so much
A,Closure,Positive,you're welcome have a nice day
A,Greetings,Positive,good afternoon tbh network solution how can i help you
C,NA,NA,yeah my system is down and i need to speak with a technician
A,Engagement,Positive,ok let me gather some information and see if we can help
A,Account Verification,Positive,what is your name
C,NA,NA,fred
A,Account Verification,Positive,and your last name
C,NA,NA,perez
A,Problem Investigation,Positive,ok and what seems to be a problem today
C,NA,NA,my agents aren't able to make or receive any telephone calls
A,Problem Investigation,Positive,ok and what kind of system you have
C,NA,NA,i have amstar700
A,Problem Investigation,Positive,ok according to my records the amstar700 is a voiceover internet protocol phone that is appear that becuase your internet is not working your phonr is not working as well
A,Problem Resolution,Positive,ok i'm going to get a hold of randy and have him return your call
C,NA,NA,thank you very much for your help
A,Closure,Positive,you're welcome thank you have a nice day
A,Greetings,Positive,it's agood day at bank of wealth my name is john how can i halp you
C,NA,NA,i woul like to know my remaining money in my account
A,Account Verification,Positive,i'll be glad to help you may i please get your bank account number and the name on the account
C,NA,NA,sure it is mary and the acoount number is 1234567
A,Problem Investigation,Positive,thanlks let's me just check on it
A,Account Verification,Positive,ok can you please verify the last four digits of your id
C,NA,NA,it is 7396
A,Problem Resolution,Positive,you still have 10000 dollars 
A,Closure,Positive,is there anything else that i can assist you with
C,NA,NA,no that's it for today thank you
A,Closure,Positive,you are very much welcome you have a great day
